"Company","Date","Time","Rocket","Mission","RocketStatus","Price","MissionStatus","Country_id"
"RVSN USSR","1963-06-01","2022-08-15 00:00:00","Cosmos-2I (63S1)","DS-MT #1","1","0","4","14"
"General Dynamics","1963-06-12","2022-08-15 00:00:00","Atlas-LV3 Agena-B","Midas 8","1","0","4","3"
"RVSN USSR","1963-06-14","2022-08-15 11:58:00","Vostok","Vostok 5","1","0","2","21"
"US Air Force","1963-06-16","2022-08-15 01:49:00","Scout X-3","Transit-5A 3","1","0","2","3"
"RVSN USSR","1963-06-16","2022-08-15 09:29:00","Vostok","Vostok 6","1","0","2","21"
"US Air Force","1963-06-28","2022-08-15 21:19:00","Scout X-4","CRL-1 (GRS)","1","0","2","3"
"RVSN USSR","1963-07-10","2022-08-15 10:03:00","Vostok-2","Zenit-2 n†­12","1","0","4","21"
"General Dynamics","1963-07-12","2022-08-15 20:46:00","Atlas-LV3 Agena-D","KH-7 Gambit 4001","1","0","2","3"
"General Dynamics","1963-07-19","2022-08-15 03:51:00","Atlas-LV3 Agena-B","Midas 9","1","0","2","3"
"RVSN USSR","1963-08-06","2022-08-15 06:00:00","Cosmos-2I (63S1)","Cosmos 19","1","0","2","14"
"RVSN USSR","1963-08-22","2022-08-15 06:00:00","Cosmos-2I (63S1)","DS-A1 #3","1","0","4","14"
"General Dynamics","1963-09-06","2022-08-15 19:30:00","Atlas-LV3 Agena-D","KH-7 Gambit 4002","1","0","2","3"
"US Air Force","1963-09-27","2022-08-15 11:17:00","Scout X-2B","DSAP-1 F5 (Program 35)","1","0","4","3"
"General Dynamics","1963-10-17","2022-08-15 02:37:00","Atlas-LV3 Agena-D","Vela 1A/1B","1","0","2","3"
"RVSN USSR","1963-10-18","2022-08-15 09:29:00","Vostok-2","Cosmos 20","1","0","2","21"
"RVSN USSR","1963-10-24","2022-08-15 04:30:00","Cosmos-2I (63S1)","DS-A1 #4","1","0","4","14"
"General Dynamics","1963-10-25","2022-08-15 18:59:00","Atlas-LV3 Agena-D","KH-7 Gambit 4003","1","0","2","3"
"RVSN USSR","1963-11-01","2022-08-15 08:56:00","Poliot","Poliot-1","1","0","2","21"
"RVSN USSR","1963-11-11","2022-08-15 06:23:00","Molniya","Cosmos 21","1","0","2","21"
"RVSN USSR","1963-11-16","2022-08-15 10:34:00","Voskhod","Cosmos 22","1","0","2","21"
"General Dynamics","1963-11-27","2022-08-15 19:03:00","Atlas-LV3C Centaur-B","AC-2 (Test Vehicle)","1","0","2","3"
"RVSN USSR","1963-11-28","2022-08-15 09:19:00","Vostok-2","Zenit-2 n†­14","1","0","4","21"
"RVSN USSR","1963-12-13","2022-08-15 14:15:00","Cosmos-2I (63S1)","Cosmos 23","1","0","2","14"
"General Dynamics","1963-12-18","2022-08-15 21:45:00","Atlas-LV3 Agena-D","KH-7 Gambit 4004","1","0","2","3"
"RVSN USSR","1963-12-19","2022-08-15 09:28:00","Vostok-2","Cosmos 24","1","0","2","21"
"NASA","1963-12-19","2022-08-15 18:49:00","Scout X-4","Explorer 19 (AD-A)","1","0","2","3"
"NASA","1964-01-29","2022-08-15 16:25:00","Saturn I","SA-5","1","0","2","3"
"RVSN USSR","1964-01-30","2022-08-15 09:45:00","Vostok","Elektron 1 & 2","1","0","2","21"
"General Dynamics","1964-01-30","2022-08-15 15:49:00","Atlas-LV3 Agena-B","Ranger 6","1","0","2","3"
"RVSN USSR","1964-02-19","2022-08-15 05:47:00","Molniya","3MV-1 n†­2 (Zond 1)","1","0","4","21"
"General Dynamics","1964-02-25","2022-08-15 18:59:00","Atlas-LV3 Agena-D","KH-7 Gambit 4005","1","0","2","3"
"RVSN USSR","1964-02-27","2022-08-15 13:26:00","Cosmos-2I (63S1)","Cosmos 25","1","0","2","14"
"General Dynamics","1964-03-11","2022-08-15 20:14:00","Atlas-LV3 Agena-D","KH-7 Gambit 4006","1","0","2","3"
"RVSN USSR","1964-03-18","2022-08-15 15:07:00","Cosmos-2I (63S1)","Cosmos 26","1","0","2","14"
"RVSN USSR","1964-03-21","2022-08-15 08:15:00","Molniya","E-6 n†­6","1","0","4","21"
"RVSN USSR","1964-03-27","2022-08-15 03:24:00","Molniya","Cosmos 27","1","0","1","21"
"RVSN USSR","1964-04-02","2022-08-15 02:42:00","Molniya","Zond 1","1","0","2","21"
"RVSN USSR","1964-04-04","2022-08-15 09:45:00","Vostok-2","Cosmos 28","1","0","2","21"
"NASA","1964-04-08","2022-08-15 16:01:00","Titan II GLV","Gemini 1","1","0","2","3"
"RVSN USSR","1964-04-12","2022-08-15 09:31:00","Poliot","Poliot-2","1","0","2","21"
"RVSN USSR","1964-04-20","2022-08-15 08:08:00","Molniya","E-6 n†­5 (Luna 5)","1","0","4","21"
"General Dynamics","1964-04-23","2022-08-15 16:19:00","Atlas-LV3 Agena-D","KH-7 Gambit 4007","1","0","2","3"
"RVSN USSR","1964-04-25","2022-08-15 10:21:00","Vostok-2","Cosmos 29","1","0","2","21"
"RVSN USSR","1964-05-18","2022-08-15 09:42:00","Voskhod","Cosmos 30","1","0","2","21"
"General Dynamics","1964-05-19","2022-08-15 19:21:00","Atlas-LV3 Agena-D","KH-7 Gambit 4008","1","0","2","3"
"NASA","1964-05-28","2022-08-15 17:07:00","Saturn I","A-101","1","0","2","3"
"RVSN USSR","1964-06-04","2022-08-15 04:00:00","Molniya","Molniya-1 n†­1","1","0","4","21"
"RVSN USSR","1964-06-06","2022-08-15 06:00:00","Cosmos-2I (63S1)","Cosmos 31","1","0","2","14"
"RVSN USSR","1964-06-10","2022-08-15 11:00:00","Vostok-2","Cosmos 32","1","0","2","21"
"RVSN USSR","1964-06-23","2022-08-15 10:00:00","Vostok-2","Cosmos 33","1","0","2","21"
"General Dynamics","1964-06-30","2022-08-15 14:04:00","Atlas-LV3C Centaur-C","AC-3 (Test Vehicle)","1","0","4","3"
"RVSN USSR","1964-07-01","2022-08-15 11:00:00","Voskhod","Cosmos 34","1","0","2","21"
"General Dynamics","1964-07-06","2022-08-15 18:51:00","Atlas-LV3 Agena-D","KH-7 Gambit 4009","1","0","2","3"
"RVSN USSR","1964-07-10","2022-08-15 00:00:00","Vostok","Elektron 3 & 4","1","0","2","21"
"RVSN USSR","1964-07-15","2022-08-15 11:27:00","Vostok-2","Cosmos 35","1","0","2","21"
"General Dynamics","1964-07-17","2022-08-15 02:37:00","Atlas-LV3 Agena-D","Vela 2A/2B","1","0","2","3"
"General Dynamics","1964-07-28","2022-08-15 16:50:00","Atlas-LV3 Agena-B","Ranger 7","1","0","2","3"
"RVSN USSR","1964-07-30","2022-08-15 03:36:00","Cosmos-2I (63S1)","Cosmos 36","1","0","2","14"
"RVSN USSR","1964-08-14","2022-08-15 09:30:00","Vostok-2","Cosmos 37","1","0","2","21"
"General Dynamics","1964-08-14","2022-08-15 22:00:00","Atlas-SLV3 Agena-D","KH-7 Gambit 4010","1","0","2","3"
"RVSN USSR","1964-08-18","2022-08-15 09:15:00","Cosmos-1 (65S3)","Cosmos 38, 39 & 40","1","0","2","21"
"RVSN USSR","1964-08-22","2022-08-15 07:21:00","Molniya","Cosmos 41","1","0","2","21"
"RVSN USSR","1964-08-22","2022-08-15 11:02:00","Cosmos-2I (63S1)","Cosmos 42 & 43","1","0","2","14"
"RVSN USSR","1964-08-28","2022-08-15 16:00:00","Vostok-2M","Cosmos 44","1","0","2","21"
"US Air Force","1964-09-01","2022-08-15 15:00:00","Titan IIIA","Transtage 1","1","63.23","4","3"
"General Dynamics","1964-09-05","2022-08-15 01:23:00","Atlas-LV3 Agena-B","OGO 1","1","0","2","3"
"RVSN USSR","1964-09-13","2022-08-15 09:45:00","Voskhod","Cosmos 45","1","0","2","21"
"NASA","1964-09-18","2022-08-15 16:22:00","Saturn I","A-102","1","0","2","3"
"General Dynamics","1964-09-23","2022-08-15 13:10:00","Atlas-SLV3 Agena-D","KH-7 Gambit 4011","1","0","2","3"
"RVSN USSR","1964-09-24","2022-08-15 12:04:00","Vostok-2","Cosmos 46","1","0","2","21"
"RVSN USSR","1964-10-06","2022-08-15 07:00:00","Voskhod","Cosmos 47","1","0","2","21"
"General Dynamics","1964-10-08","2022-08-15 00:00:00","Atlas-SLV3 Agena-D","KH-7 Gambit 4012","1","0","4","3"
"RVSN USSR","1964-10-12","2022-08-15 07:30:00","Voskhod","Voskhod 1","1","0","2","21"
"RVSN USSR","1964-10-14","2022-08-15 10:00:00","Vostok-2","Cosmos 48","1","0","2","21"
"General Dynamics","1964-10-23","2022-08-15 18:30:00","Atlas-LV3 Agena-D","KH-7 Gambit 4013","1","0","2","3"
"RVSN USSR","1964-10-23","2022-08-15 00:00:00","Cosmos-1 (65S3)","Strela-1 #4, 5, 6","1","0","4","21"
"RVSN USSR","1964-10-24","2022-08-15 05:16:00","Cosmos-2I (63S1)","Cosmos 49","1","0","2","14"
"RVSN USSR","1964-10-28","2022-08-15 10:40:00","Vostok-2","Cosmos 50","1","0","2","21"
"General Dynamics","1964-11-05","2022-08-15 19:22:00","Atlas-LV3 Agena-D","Mariner 3","1","0","4","3"
"General Dynamics","1964-11-28","2022-08-15 14:22:00","Atlas-LV3 Agena-D","Mariner 4","1","0","2","3"
"RVSN USSR","1964-11-30","2022-08-15 13:12:00","Molniya","Zond 2","1","0","2","21"
"RVSN USSR","1964-12-01","2022-08-15 00:00:00","Cosmos-2I (63S1)","DS-2 #2","1","0","4","14"
"General Dynamics","1964-12-04","2022-08-15 18:57:00","Atlas-SLV3 Agena-D","KH-7 Gambit 4014","1","0","2","3"
"RVSN USSR","1964-12-09","2022-08-15 23:02:00","Cosmos-2I (63S1)","Cosmos 51","1","0","2","14"
"US Air Force","1964-12-10","2022-08-15 16:52:00","Titan IIIA","Transtage 2","1","63.23","2","3"
"General Dynamics","1964-12-11","2022-08-15 14:25:00","Atlas-LV3C Centaur-C","Surveyor-Model 1","1","0","1","3"
"RVSN USSR","1965-01-11","2022-08-15 09:29:00","Vostok-2","Cosmos 52","1","0","2","21"
"NASA","1965-01-19","2022-08-15 14:04:00","Titan II GLV","Gemini 2","1","0","2","3"
"General Dynamics","1965-01-21","2022-08-15 20:09:00","Atlas-D OV1","OV1-1","1","0","4","3"
"General Dynamics","1965-01-23","2022-08-15 20:09:00","Atlas-SLV3 Agena-D","KH-7 Gambit 4015","1","0","2","3"
"RVSN USSR","1965-01-30","2022-08-15 09:36:00","Cosmos-2I (63S1)","Cosmos 53","1","0","2","14"
"US Air Force","1965-02-11","2022-08-15 15:19:00","Titan IIIA","LES 1","1","63.23","2","3"
"RVSN USSR","1965-02-12","2022-08-15 12:00:00","Cosmos-2I (63S1)","DS-P1 You #2","1","0","4","14"
"NASA","1965-02-16","2022-08-15 14:37:00","Saturn I","A-103","1","0","2","3"
"General Dynamics","1965-02-17","2022-08-15 17:05:00","Atlas-LV3 Agena-B","Ranger 8","1","0","2","3"
"RVSN USSR","1965-02-20","2022-08-15 06:30:00","Cosmos-2I (63S1)","DS-A1 #6","1","0","4","14"
"RVSN USSR","1965-02-21","2022-08-15 11:00:00","Cosmos-1 (65S3)","Cosmos 54, 55 & 56","1","0","2","21"
"RVSN USSR","1965-02-22","2022-08-15 07:30:00","Voskhod","Cosmos 57","1","0","2","21"
"RVSN USSR","1965-02-26","2022-08-15 05:01:00","Vostok-2M","Cosmos 58","1","0","2","21"
"General Dynamics","1965-03-02","2022-08-15 13:25:00","Atlas-LV3C Centaur-C","Surveyor-SD 1","1","0","4","3"
"RVSN USSR","1965-03-07","2022-08-15 08:59:00","Voskhod","Cosmos 59","1","0","2","21"
"RVSN USSR","1965-03-12","2022-08-15 09:36:00","Molniya","Cosmos 60","1","0","2","21"
"General Dynamics","1965-03-12","2022-08-15 19:25:00","Atlas-SLV3 Agena-D","KH-7 Gambit 4016","1","0","2","3"
"RVSN USSR","1965-03-15","2022-08-15 11:00:00","Cosmos-1 (65S3)","Cosmos 61, 62 & 63","1","0","2","21"
"RVSN USSR","1965-03-18","2022-08-15 07:00:00","Voskhod","Voskhod 2","1","0","2","21"
"General Dynamics","1965-03-21","2022-08-15 21:37:00","Atlas-LV3 Agena-B","Ranger 9","1","0","2","3"
"NASA","1965-03-23","2022-08-15 14:24:00","Titan II GLV","Gemini 3","1","0","2","3"
"RVSN USSR","1965-03-25","2022-08-15 10:00:00","Vostok-2","Cosmos 64","1","0","2","21"
"General Dynamics","1965-04-03","2022-08-15 21:25:00","Atlas-SLV3 Agena-D","SNAPSHOT","1","0","2","3"
"RVSN USSR","1965-04-10","2022-08-15 08:15:00","Molniya","E-6 n†­8 (Luna)","1","0","4","21"
"RVSN USSR","1965-04-17","2022-08-15 09:50:00","Voskhod","Cosmos 65","1","0","2","21"
"RVSN USSR","1965-04-23","2022-08-15 01:55:00","Molniya","Molniya-1 n†­3","1","0","2","21"
"General Dynamics","1965-04-28","2022-08-15 20:17:00","Atlas-SLV3 Agena-D","KH-7 Gambit 4017","1","0","2","3"
"US Air Force","1965-05-06","2022-08-15 15:00:00","Titan IIIA","LES 2 & LCS 1","1","63.23","2","3"
"RVSN USSR","1965-05-07","2022-08-15 09:29:00","Vostok-2","Cosmos 66","1","0","2","21"
"RVSN USSR","1965-05-09","2022-08-15 07:45:00","Molniya","Luna 5","1","0","2","21"
"NASA","1965-05-25","2022-08-15 07:35:00","Saturn I","A-104","1","0","2","3"
"RVSN USSR","1965-05-25","2022-08-15 10:50:00","Voskhod","Cosmos 67","1","0","2","21"
"General Dynamics","1965-05-27","2022-08-15 19:30:00","Atlas-SLV3 Agena-D","KH-7 Gambit 4018","1","0","2","3"
"General Dynamics","1965-05-28","2022-08-15 02:54:00","Atlas-D OV1","OV1-3","1","0","4","3"
"NASA","1965-06-03","2022-08-15 15:15:00","Titan II GLV","Gemini IV","1","0","2","3"
"RVSN USSR","1965-06-08","2022-08-15 07:41:00","Molniya","Luna 6","1","0","2","21"
"RVSN USSR","1965-06-15","2022-08-15 09:43:00","Vostok-2","Cosmos 68","1","0","2","21"
"Martin Marietta","1965-06-18","2022-08-15 14:00:00","Titan IIIC","Transtage 5","1","0","2","3"
"RVSN USSR","1965-06-25","2022-08-15 09:45:00","Voskhod","Cosmos 69","1","0","2","21"
"General Dynamics","1965-06-25","2022-08-15 19:30:00","Atlas-SLV3 Agena-D","KH-7 Gambit 4019","1","0","2","3"
"RVSN USSR","1965-07-02","2022-08-15 06:30:00","Cosmos-2I (63S1)","Cosmos 70","1","0","2","14"
"General Dynamics","1965-07-12","2022-08-15 19:00:00","Atlas-SLV3 Agena-D","KH-7 Gambit 4020","1","0","4","3"
"RVSN USSR","1965-07-13","2022-08-15 11:00:00","Vostok-2","Zenit-2 n†­28","1","0","4","21"
"RVSN USSR","1965-07-16","2022-08-15 03:31:00","Cosmos-1 (65S3)","Cosmos 71 to 75","1","0","2","21"
"RVSN USSR","1965-07-16","2022-08-15 11:16:00","Proton","Proton-1","1","0","2","21"
"RVSN USSR","1965-07-18","2022-08-15 14:38:00","Molniya","Zond 3","1","0","2","21"
"General Dynamics","1965-07-20","2022-08-15 08:27:00","Atlas-LV3 Agena-D","Vela 3A/3B","1","0","2","3"
"RVSN USSR","1965-07-23","2022-08-15 04:33:00","Cosmos-2I (63S1)","Cosmos 76","1","0","2","14"
"NASA","1965-07-30","2022-08-15 13:00:00","Saturn I","A-105","1","0","2","3"
"RVSN USSR","1965-08-03","2022-08-15 11:00:00","Voskhod","Cosmos 77","1","0","2","21"
"General Dynamics","1965-08-03","2022-08-15 19:12:00","Atlas-SLV3 Agena-D","KH-7 Gambit 4021","1","0","2","3"
"General Dynamics","1965-08-11","2022-08-15 14:31:00","Atlas-LV3C Centaur-D","Surveyor SD-2","1","0","2","3"
"RVSN USSR","1965-08-14","2022-08-15 10:56:00","Vostok-2","Cosmos 78","1","0","2","21"
"NASA","1965-08-21","2022-08-15 13:59:00","Titan II GLV","Gemini V","1","0","2","3"
"RVSN USSR","1965-08-25","2022-08-15 10:10:00","Voskhod","Cosmos 79","1","0","2","21"
"RVSN USSR","1965-09-03","2022-08-15 03:31:00","Cosmos-1 (65S3)","Cosmos 80 to 84","1","0","2","21"
"RVSN USSR","1965-09-09","2022-08-15 09:30:00","Voskhod","Cosmos 85","1","0","2","21"
"RVSN USSR","1965-09-18","2022-08-15 07:59:00","Cosmos-1 (65S3)","Cosmos 86 to 90","1","0","2","21"
"RVSN USSR","1965-09-23","2022-08-15 09:00:00","Voskhod","Cosmos 91","1","0","2","21"
"General Dynamics","1965-09-30","2022-08-15 19:20:00","Atlas-SLV3 Agena-D","KH-7 Gambit 4022","1","0","2","3"
"RVSN USSR","1965-10-04","2022-08-15 07:55:00","Molniya-M /Block L","Luna 7","1","0","2","21"
"General Dynamics","1965-10-05","2022-08-15 09:07:00","Atlas-D OV1","OV1-2","1","0","2","3"
"RVSN USSR","1965-10-14","2022-08-15 06:00:00","Molniya","Molniya-1 n†­4","1","0","2","21"
"Martin Marietta","1965-10-15","2022-08-15 17:23:00","Titan IIIC","LCS-2 & OV2-1","1","0","4","3"
"RVSN USSR","1965-10-16","2022-08-15 08:14:00","Voskhod","Cosmos 92","1","0","2","21"
"RVSN USSR","1965-10-19","2022-08-15 05:44:00","Cosmos-2I (63SM)","Cosmos 93","1","0","2","14"
"General Dynamics","1965-10-25","2022-08-15 15:00:00","Atlas-SLV3 Agena-D","GATV 5002","1","0","4","3"
"RVSN USSR","1965-10-28","2022-08-15 08:15:00","Voskhod","Cosmos 94","1","0","2","21"
"RVSN USSR","1965-11-02","2022-08-15 12:29:00","Proton","Proton-2","1","0","2","21"
"RVSN USSR","1965-11-04","2022-08-15 05:31:00","Cosmos-2I (63SM)","Cosmos 95","1","0","2","14"
"General Dynamics","1965-11-08","2022-08-15 19:26:00","Atlas-SLV3 Agena-D","KH-7 Gambit 4023","1","0","2","3"
"RVSN USSR","1965-11-12","2022-08-15 05:02:00","Molniya","Venera 2","1","0","2","21"
"RVSN USSR","1965-11-16","2022-08-15 04:19:00","Molniya","Venera 3","1","0","2","21"
"RVSN USSR","1965-11-23","2022-08-15 03:21:00","Molniya","Cosmos 96","1","0","1","21"
"RVSN USSR","1965-11-26","2022-08-15 12:14:00","Cosmos-2I (63SM)","Cosmos 97","1","0","2","14"
"Arm�e de l'Air","1965-11-26","2022-08-15 14:47:00","Diamant A","Ast�rix","1","0","2","17"
"RVSN USSR","1965-11-27","2022-08-15 08:20:00","Vostok-2","Cosmos 98","1","0","2","21"
"RVSN USSR","1965-12-03","2022-08-15 10:46:00","Molniya","Luna 8","1","0","2","21"
"NASA","1965-12-04","2022-08-15 19:30:00","Titan II GLV","Gemini VII","1","0","2","3"
"RVSN USSR","1965-12-10","2022-08-15 08:10:00","Vostok-2","Cosmos 99","1","0","2","21"
"NASA","1965-12-15","2022-08-15 13:37:00","Titan II GLV","Gemini VI-A","1","0","2","3"
"RVSN USSR","1965-12-17","2022-08-15 02:20:00","Vostok-2M","Cosmos 100","1","0","2","21"
"RVSN USSR","1965-12-21","2022-08-15 06:14:00","Cosmos-2I (63S1)","Cosmos 101","1","0","2","14"
"Martin Marietta","1965-12-21","2022-08-15 14:00:00","Titan IIIC","LES 3 & 4, OV2-3, OSCAR-4","1","0","1","3"
"RVSN USSR","1965-12-27","2022-08-15 22:24:00","Vostok-2A","Cosmos 102","1","0","2","21"
"RVSN USSR","1965-12-28","2022-08-15 12:30:00","Cosmos-1 (65S3)","Cosmos 103","1","0","2","21"
"RVSN USSR","1965-12-28","2022-08-15 00:00:00","Cosmos-2I (63S1)","DS-K40 #1","1","0","4","14"
"RVSN USSR","1966-01-07","2022-08-15 08:20:00","Vostok-2","Cosmos 104","1","0","1","21"
"General Dynamics","1966-01-19","2022-08-15 20:10:00","Atlas-SLV3 Agena-D","KH-7 Gambit 4024","1","0","2","3"
"RVSN USSR","1966-01-22","2022-08-15 08:30:00","Vostok-2","Cosmos 105","1","0","2","21"
"RVSN USSR","1966-01-25","2022-08-15 12:28:00","Cosmos-2I (63SM)","Cosmos 106","1","0","2","14"
"RVSN USSR","1966-01-31","2022-08-15 11:45:00","Molniya-M /Block L","Luna 9","1","0","2","21"
"RVSN USSR","1966-02-10","2022-08-15 08:40:00","Vostok-2","Cosmos 107","1","0","2","21"
"RVSN USSR","1966-02-11","2022-08-15 18:00:00","Cosmos-2I (63S1)","Cosmos 108","1","0","2","14"
"General Dynamics","1966-02-15","2022-08-15 13:04:00","Atlas-SLV3 Agena-D","KH-7 Gambit 4025","1","0","2","3"
"Arm�e de l'Air","1966-02-17","2022-08-15 07:33:00","Diamant A","Diapason","1","0","2","17"
"RVSN USSR","1966-02-19","2022-08-15 08:49:00","Voskhod","Cosmos 109","1","0","2","21"
"RVSN USSR","1966-02-21","2022-08-15 00:00:00","Cosmos-2I (63S1)","DS-K40 #2","1","0","4","14"
"RVSN USSR","1966-02-22","2022-08-15 20:09:00","Voskhod","Cosmos 110","1","0","2","21"
"NASA","1966-02-26","2022-08-15 16:12:00","Saturn IB","AS-201","1","0","2","3"
"RVSN USSR","1966-03-01","2022-08-15 11:03:00","Molniya-M /Block L","Cosmos 111","1","0","1","21"
"General Dynamics","1966-03-16","2022-08-15 15:00:00","Atlas-SLV3 Agena-D","GATV 5003","1","0","2","3"
"RVSN USSR","1966-03-17","2022-08-15 10:28:00","Vostok-2","Cosmos 112","1","0","2","14"
"General Dynamics","1966-03-18","2022-08-15 20:30:00","Atlas-SLV3 Agena-D","KH-7 Gambit 4026","1","0","2","3"
"RVSN USSR","1966-03-21","2022-08-15 09:40:00","Voskhod","Cosmos 113","1","0","2","21"
"RVSN USSR","1966-03-24","2022-08-15 14:39:00","Proton","Proton-3a","1","0","4","21"
"RVSN USSR","1966-03-27","2022-08-15 07:20:00","Molniya","Molniya-1 n†­5","1","0","4","21"
"General Dynamics","1966-03-30","2022-08-15 09:20:00","Atlas-D OV1","OV1-4/OV1-5","1","0","2","3"
"RVSN USSR","1966-03-31","2022-08-15 10:48:00","Molniya-M /Block L","Luna 10","1","0","2","21"
"RVSN USSR","1966-04-06","2022-08-15 11:40:00","Voskhod","Cosmos 114","1","0","2","14"
"General Dynamics","1966-04-08","2022-08-15 01:00:00","Atlas-LV3C Centaur-D","Surveyor Model-3","1","0","1","3"
"General Dynamics","1966-04-08","2022-08-15 19:35:00","Atlas-SLV3B Agena-D","OAO-1","1","0","2","3"
"General Dynamics","1966-04-19","2022-08-15 19:12:00","Atlas-SLV3 Agena-D","KH-7 Gambit 4027","1","0","2","3"
"RVSN USSR","1966-04-20","2022-08-15 10:40:00","Vostok-2","Cosmos 115","1","0","2","21"
"RVSN USSR","1966-04-25","2022-08-15 07:10:00","Molniya","Molniya-1 n†­6","1","0","2","21"
"RVSN USSR","1966-04-26","2022-08-15 10:04:00","Cosmos-2I (63SM)","Cosmos 116","1","0","2","14"
"RVSN USSR","1966-05-06","2022-08-15 10:58:00","Vostok-2","Cosmos 117","1","0","2","21"
"RVSN USSR","1966-05-11","2022-08-15 14:10:00","Vostok-2M","Cosmos 118","1","0","2","21"
"General Dynamics","1966-05-14","2022-08-15 18:30:00","Atlas-SLV3 Agena-D","KH-7 Gambit 4028","1","0","2","3"
"NASA","1966-05-16","2022-08-15 16:41:00","Titan II GLV","Gemini VIII","1","0","1","3"
"RVSN USSR","1966-05-17","2022-08-15 11:00:00","Voskhod","Zenit-4 n†­18","1","0","4","14"
"General Dynamics","1966-05-17","2022-08-15 15:15:00","Atlas-SLV3 Agena-D","GATV 5004","1","0","4","3"
"RVSN USSR","1966-05-24","2022-08-15 05:30:00","Cosmos-2I (63SM)","Cosmos 119","1","0","2","14"
"General Dynamics","1966-05-30","2022-08-15 14:41:00","Atlas-LV3C Centaur-D","Surveyor 1","1","0","2","3"
"General Dynamics","1966-06-01","2022-08-15 15:00:00","Atlas SLV-3","ATDA","1","0","2","3"
"NASA","1966-06-03","2022-08-15 13:39:00","Titan II GLV","Gemini IX-A","1","0","1","3"
"General Dynamics","1966-06-03","2022-08-15 19:25:00","Atlas-SLV3 Agena-D","KH-7 Gambit 4029","1","0","2","3"
"General Dynamics","1966-06-07","2022-08-15 02:48:00","Atlas-SLV3 Agena-B","OGO-3","1","0","2","3"
"RVSN USSR","1966-06-08","2022-08-15 11:00:00","Voskhod","Cosmos 120","1","0","2","21"
"General Dynamics","1966-06-09","2022-08-15 20:15:00","Atlas-SLV3 Agena-D","Midas 10","1","0","1","3"
"Martin Marietta","1966-06-16","2022-08-15 14:00:00","Titan IIIC","OPS 9311-9317 & GGTS-1","1","0","2","3"
"RVSN USSR","1966-06-17","2022-08-15 11:00:00","Voskhod","Cosmos 121","1","0","2","14"
"RVSN USSR","1966-06-25","2022-08-15 10:18:00","Vostok-2M","Cosmos 122","1","0","2","21"
"NASA","1966-07-05","2022-08-15 14:53:00","Saturn IB","AS-203","1","0","2","3"
"RVSN USSR","1966-07-06","2022-08-15 12:57:00","Proton","Proton-3","1","0","2","21"
"RVSN USSR","1966-07-08","2022-08-15 05:31:00","Cosmos-2I (63S1)","Cosmos 123","1","0","2","14"
"General Dynamics","1966-07-12","2022-08-15 17:57:00","Atlas-SLV3 Agena-D","KH-7 Gambit 4030","1","0","2","3"
"General Dynamics","1966-07-14","2022-08-15 02:10:00","Atlas-D OV1","OV1-7/OV1-8","1","0","1","3"
"RVSN USSR","1966-07-14","2022-08-15 10:25:00","Voskhod","Cosmos 124","1","0","2","21"
"General Dynamics","1966-07-18","2022-08-15 20:39:00","Atlas-SLV3 Agena-D","GATV 5005","1","0","2","3"
"NASA","1966-07-18","2022-08-15 22:20:00","Titan II GLV","Gemini X","1","0","2","3"
"RVSN USSR","1966-07-20","2022-08-15 08:58:00","Vostok-2A","Cosmos 125","1","0","2","21"
"RVSN USSR","1966-07-28","2022-08-15 10:50:00","Voskhod","Cosmos 126","1","0","2","21"
"US Air Force","1966-07-29","2022-08-15 18:43:00","Titan IIIB","KH-8","1","59","2","3"
"RVSN USSR","1966-08-08","2022-08-15 11:29:00","Voskhod","Cosmos 127","1","0","2","21"
"General Dynamics","1966-08-10","2022-08-15 19:26:00","Atlas-SLV3 Agena-D","Lunar Orbiter 1","1","0","2","3"
