"Company","Date","Time","Rocket","Mission","RocketStatus","Price","MissionStatus","Country_id"
"SpaceX","2018-06-04","2022-08-15 04:29:00","Falcon 9 Block 4","SES-12","1","62","2","3"
"CASC","2018-06-05","2022-08-15 13:07:00","Long March 3A","Fengyun 2H","2","69.699997","2","12"
"Roscosmos","2018-06-06","2022-08-15 11:12:00","Soyuz FG","Soyuz MS-09 (55S)","1","0","2","21"
"MHI","2018-06-12","2022-08-15 04:20:00","H-IIA 202","IGS Radar-6","2","90","2","18"
"VKS RF","2018-06-16","2022-08-15 21:30:00","Soyuz 2.1b/Fregat-M","GLONASS-M No.53S","2","25","2","14"
"CASC","2018-06-27","2022-08-15 03:30:00","Long March 2C","XJSS A & B","2","30.799999","2","12"
"SpaceX","2018-06-29","2022-08-15 09:42:00","Falcon 9 Block 4","CRS-15","1","62","2","3"
"CASC","2018-07-09","2022-08-15 03:56:00","Long March 2C","PRSS-1 & PakTES-1A","2","30.799999","2","12"
"CASC","2018-07-09","2022-08-15 20:50:00","Long March 3A","BeiDou-2 I7","2","69.699997","2","12"
"Roscosmos","2018-07-09","2022-08-15 21:51:00","Soyuz 2.1a","Progress MS-09 (70P)","2","17.42","2","21"
"Blue Origin","2018-07-18","2022-08-15 15:11:00","New Shepard","NS-9 (Inflight Escape Test)","2","0","2","3"
"SpaceX","2018-07-22","2022-08-15 05:50:00","Falcon 9 Block 5","Telstar 19V","2","67","2","3"
"Arianespace","2018-07-25","2022-08-15 11:25:00","Ariane 5 ES","Galileo FOC FM19-FM22","1","0","2","17"
"SpaceX","2018-07-25","2022-08-15 11:39:00","Falcon 9 Block 5","Iridium-7","2","67","2","3"
"CASC","2018-07-29","2022-08-15 01:48:00","Long March 3B/YZ-1","BeiDou-3 M5 & M6","2","0","2","12"
"CASC","2018-07-31","2022-08-15 03:00:00","Long March 4B","Gaofen 11","2","64.68","2","12"
"SpaceX","2018-08-07","2022-08-15 05:18:00","Falcon 9 Block 5","Merah Putih (Telkom-4)","2","67","2","3"
"ULA","2018-08-12","2022-08-15 07:31:00","Delta IV Heavy","Parker Solar Probe","2","350","2","3"
"Arianespace","2018-08-22","2022-08-15 21:20:00","Vega","ADM-Aeolus","2","37","2","17"
"CASC","2018-08-24","2022-08-15 23:52:00","Long March 3B/YZ-1","BeiDou-3 M11 & M12","2","0","2","12"
"Exos","2018-08-25","2022-08-15 18:15:00","SARGE","Launch 1","2","0","1","22"
"CASC","2018-09-07","2022-08-15 03:15:00","Long March 2C","Haiyang 1C (HY-1C)","2","30.799999","2","12"
"SpaceX","2018-09-10","2022-08-15 04:45:00","Falcon 9 Block 5","Telstar 18V / APStar 5C","2","67","2","3"
"ULA","2018-09-15","2022-08-15 13:02:00","Delta II 7420-10C","ICESat-2","1","0","2","3"
"ISRO","2018-09-16","2022-08-15 16:38:00","PSLV-CA","SSTL-1 & NovaSAR-S","2","21","2","13"
"CASC","2018-09-19","2022-08-15 14:07:00","Long March 3B/YZ-1","BeiDou-3 M13 & M14","2","0","2","12"
"MHI","2018-09-22","2022-08-15 17:52:00","H-IIB","HTV-7","1","112.5","2","18"
"Arianespace","2018-09-25","2022-08-15 22:38:00","Ariane 5 ECA","Horizons-3e & Azerspace 2/Intelsat 38","2","200","2","17"
"ExPace","2018-09-29","2022-08-15 04:13:00","Kuaizhou 1A","CentiSpace-1 S1","2","5.8000002","2","12"
"SpaceX","2018-10-08","2022-08-15 02:21:00","Falcon 9 Block 5","SAOCOM 1A","2","67","2","3"
"CASC","2018-10-09","2022-08-15 02:43:00","Long March 2C","Yaogan-32 Group 01","2","30.799999","2","12"
"Roscosmos","2018-10-11","2022-08-15 08:40:00","Soyuz FG","Soyuz MS-10 (56S)","1","0","4","21"
"CASC","2018-10-15","2022-08-15 04:23:00","Long March 3B/YZ-1","BeiDou-3 M15 & M16","2","0","2","12"
"ULA","2018-10-17","2022-08-15 04:15:00","Atlas V 551","AEHF-4","2","153","2","3"
"Arianespace","2018-10-20","2022-08-15 01:45:00","Ariane 5 ECA","BepiColombo","2","200","2","17"
"CASC","2018-10-24","2022-08-15 22:57:00","Long March 4B","Haiyang-2B","2","64.68","2","12"
"Roscosmos","2018-10-25","2022-08-15 00:15:00","Soyuz 2.1b","Lotus-S No.4","2","20","2","14"
"Landspace","2018-10-27","2022-08-15 08:00:00","ZhuQue-1","CCTV Future-1","1","0","4","12"
"CASC","2018-10-29","2022-08-15 00:47:00","Long March 2C","CFOSAT, Zhaojin-1, Hongyan-1, & Others","2","30.799999","2","12"
"MHI","2018-10-29","2022-08-15 04:08:00","H-IIA 202","Ibuki 2, KhalifaSat & Others","2","90","2","18"
"CASC","2018-11-01","2022-08-15 15:57:00","Long March 3B/E","Beidou-3 G1","2","29.15","2","12"
"VKS RF","2018-11-03","2022-08-15 20:17:00","Soyuz 2.1b/Fregat","GLONASS-M No.54S","2","25","2","14"
"Arianespace","2018-11-07","2022-08-15 00:47:00","Soyuz ST-B/Fregat-M","MetOp C","2","0","2","17"
"Rocket Lab","2018-11-11","2022-08-15 03:50:00","Electron/Curie","It's Business Time","2","7.5","2","4"
"ISRO","2018-11-14","2022-08-15 11:38:00","GSLV Mk III","GSAT 29","2","62","2","13"
"SpaceX","2018-11-15","2022-08-15 20:46:00","Falcon 9 Block 5","Es'hail 2","2","67","2","3"
"Roscosmos","2018-11-16","2022-08-15 18:14:00","Soyuz FG","Progress MS-10 (71P)","1","0","2","21"
"Northrop","2018-11-17","2022-08-15 09:01:00","Antares 230","CRS NG-10","1","85","2","3"
"CASC","2018-11-18","2022-08-15 18:07:00","Long March 3B/YZ-1","BeiDou-3 M17 & M18","2","0","2","12"
"CASC","2018-11-19","2022-08-15 23:40:00","Long March 2D","Shiyan-6, Jiading-1 (OKW-01), & Others","2","29.75","2","12"
"Arianespace","2018-11-21","2022-08-15 01:42:00","Vega","Mohammed VI-B","2","37","2","17"
"ISRO","2018-11-29","2022-08-15 04:27:00","PSLV-CA","HySIS","2","21","2","13"
"VKS RF","2018-11-30","2022-08-15 02:27:00","Rokot/Briz KM","Cosmos 2530 to 2532","1","41.799999","2","14"
"Roscosmos","2018-12-03","2022-08-15 11:31:00","Soyuz FG","Soyuz MS-11 (57S)","1","0","2","21"
"SpaceX","2018-12-03","2022-08-15 18:34:00","Falcon 9 Block 5","Spaceflight SSO-A","2","67","2","3"
"Arianespace","2018-12-04","2022-08-15 20:37:00","Ariane 5 ECA","GSAT-11 & GEO-KOMPSAT 2A","2","200","2","17"
"SpaceX","2018-12-05","2022-08-15 18:16:00","Falcon 9 Block 5","CRS-16","2","67","2","3"
"CASC","2018-12-07","2022-08-15 04:12:00","Long March 2D","SaudiSAT 5A, & 5B and Others","2","29.75","2","12"
"CASC","2018-12-07","2022-08-15 18:23:00","Long March 3B/E","Chang'e-4","2","29.15","2","12"
"Rocket Lab","2018-12-16","2022-08-15 06:33:00","Electron/Curie","This one's for Pickering","2","7.5","2","4"
"ISRO","2018-12-19","2022-08-15 10:40:00","GSLV Mk II","GSAT-7A","2","47","2","13"
"Arianespace","2018-12-19","2022-08-15 16:37:00","Soyuz ST-A/Fregat-M","CSO 1","2","30","2","17"
"VKS RF","2018-12-21","2022-08-15 00:20:00","Proton-M/Briz-M","Blagovest No.13L","2","65","2","21"
"CASC","2018-12-21","2022-08-15 23:51:00","Long March 11","Hongyun-1","2","5.3000002","2","12"
"SpaceX","2018-12-23","2022-08-15 13:51:00","Falcon 9 Block 5","GPS III SV01","2","67","2","3"
"CASC","2018-12-24","2022-08-15 16:53:00","Long March 3C/E","TJS-3","2","20","2","12"
"Roscosmos","2018-12-27","2022-08-15 02:07:00","Soyuz 2.1a/Fregat","Kanopus-V No. 5-6 & Rideshares","2","48.5","2","14"
"CASC","2018-12-29","2022-08-15 08:02:00","Long March 2D/YZ-3","Hongyan-1","2","0","2","12"
"CASC","2019-01-10","2022-08-15 17:11:00","Long March 3B/E","Zhongxing-2D (Chinasat-2D)","2","29.15","2","12"
"SpaceX","2019-01-11","2022-08-15 15:31:00","Falcon 9 Block 5","Iridium-8","2","67","2","3"
"ISA","2019-01-15","2022-08-15 00:30:00","Simorgh","Payam-e Amirkabir","2","0","4","20"
"JAXA","2019-01-18","2022-08-15 00:50:00","Epsilon PBS","Innovative Satellite Technology Demonstration-1","2","39","2","18"
"ULA","2019-01-19","2022-08-15 19:10:00","Delta IV Heavy","NROL-71","2","350","2","3"
"CASC","2019-01-21","2022-08-15 05:42:00","Long March 11","Jilin-1 Hyperspectral & Others","2","5.3000002","2","12"
"Blue Origin","2019-01-23","2022-08-15 15:05:00","New Shepard","NS-10","2","0","2","3"
"ISRO","2019-01-24","2022-08-15 18:07:00","PSLV-DL","Microsat-R","2","0","2","13"
"Arianespace","2019-02-05","2022-08-15 21:01:00","Ariane 5 ECA","GSAT-31 & Hellas-Sat-4","2","200","2","17"
"ISA","2019-02-05","2022-08-15 00:00:00","Safir-1B+","Dousti","2","0","4","20"
"VKS RF","2019-02-21","2022-08-15 16:47:00","Soyuz 2.1b/Fregat-M","EgyptSat-A","2","25","2","21"
"SpaceX","2019-02-22","2022-08-15 01:45:00","Falcon 9 Block 5","Nusantara Satu & Beresheet","2","67","2","3"
"Arianespace","2019-02-27","2022-08-15 21:37:00","Soyuz ST-B/Fregat-M","OneWeb #1","2","0","2","17"
"SpaceX","2019-03-02","2022-08-15 07:49:00","Falcon 9 Block 5","SpaceX Demo-1","2","67","2","3"
"Exos","2019-03-02","2022-08-15 17:45:00","SARGE","Launch 2","2","0","1","22"
"CASC","2019-03-09","2022-08-15 16:28:00","Long March 3B/E","Zhongxing-6C","2","29.15","2","12"
"Roscosmos","2019-03-14","2022-08-15 19:14:00","Soyuz FG","Soyuz MS-12 (58S)","1","0","2","21"
"ULA","2019-03-16","2022-08-15 00:26:00","Delta IV Medium+ (5,4)","WGS-10","1","0","2","3"
"Arianespace","2019-03-22","2022-08-15 01:50:00","Vega","PRISMA","2","37","2","17"
"OneSpace","2019-03-27","2022-08-15 09:39:00","OS-M1","Lingque-1B","2","0","4","12"
"Rocket Lab","2019-03-28","2022-08-15 23:27:00","Electron/Curie","Two Thumbs Up","2","7.5","2","4"
"CASC","2019-03-31","2022-08-15 15:51:00","Long March 3B/E","Tianlian-2","2","29.15","2","12"
"ISRO","2019-04-01","2022-08-15 03:57:00","PSLV-QL","EMISAT & Rideshares","2","21","2","13"
"Roscosmos","2019-04-04","2022-08-15 11:01:00","Soyuz 2.1a","Progress MS-11 (72P)","2","17.42","2","21"
"Arianespace","2019-04-04","2022-08-15 17:04:00","Soyuz ST-B/Fregat-MT","O3b FM17-FM20","2","30","2","17"
"SpaceX","2019-04-11","2022-08-15 22:35:00","Falcon Heavy","ArabSat 6A","2","90","2","3"
"Northrop","2019-04-17","2022-08-15 20:46:00","Antares 230","CRS NG-11","1","85","2","3"
"CASC","2019-04-20","2022-08-15 14:30:00","Long March 3B/E","Beidou-3 IGSO-1","2","29.15","2","12"
"CASC","2019-04-29","2022-08-15 22:52:00","Long March 4B","Tianhui-2 Group 01","2","64.68","2","12"
"Blue Origin","2019-05-02","2022-08-15 13:35:00","New Shepard","NS-11","2","0","2","3"
"SpaceX","2019-05-04","2022-08-15 06:48:00","Falcon 9 Block 5","CRS-17","2","67","2","3"
"Rocket Lab","2019-05-05","2022-08-15 06:00:00","Electron/Curie","That's a Funny Looking Cactus","2","7.5","2","4"
"CASC","2019-05-17","2022-08-15 15:48:00","Long March 3C/E","Beidou-2 G8","2","20","2","12"
"ISRO","2019-05-22","2022-08-15 00:00:00","PSLV-CA","RISAT-2B","2","21","2","13"
"CASC","2019-05-22","2022-08-15 22:55:00","Long March 4C","Yaogan Weixing-33","2","64.68","4","12"
"SpaceX","2019-05-24","2022-08-15 02:30:00","Falcon 9 Block 5","Starlink V0.9","2","67","2","3"
"Roscosmos","2019-05-27","2022-08-15 06:23:00","Soyuz 2.1b/Fregat-M","Cosmos 2534","2","25","2","14"
"Roscosmos","2019-05-30","2022-08-15 17:42:00","Proton-M/Briz-M","Yamal-601","2","65","2","21"
"CASC","2019-06-05","2022-08-15 04:06:00","Long March 11H","Jilin-1 & Others","2","5.3000002","2","6"
"SpaceX","2019-06-12","2022-08-15 14:17:00","Falcon 9 Block 5","RADARSAT Constellation","2","67","2","3"
"Arianespace","2019-06-20","2022-08-15 21:43:00","Ariane 5 ECA","Eutelsat 7C &  AT&T T-16","2","200","2","17"
"CASC","2019-06-24","2022-08-15 18:09:00","Long March 3B/E","Beidou-3 IGSO-2","2","29.15","2","12"
"SpaceX","2019-06-25","2022-08-15 06:30:00","Falcon Heavy","STP-2","2","90","2","3"
"Rocket Lab","2019-06-29","2022-08-15 04:30:00","Electron/Curie","Make it Rain","2","7.5","2","4"
"Exos","2019-06-29","2022-08-15 18:00:00","SARGE","Launch 3","2","0","1","22"
"Roscosmos","2019-07-05","2022-08-15 05:41:00","Soyuz 2.1b/Fregat-M","Meteor-M No.2-2, Landmapper-BC 5 & 6, and Others","2","25","2","14"
"VKS RF","2019-07-10","2022-08-15 17:14:00","Soyuz 2.1v/Volga","Cosmos 2535 to 2538","2","0","2","14"
"Arianespace","2019-07-11","2022-08-15 01:53:00","Vega","Falcon Eye 1","2","37","4","17"
"Roscosmos","2019-07-13","2022-08-15 12:31:00","Proton-M/DM-3","Spektr-RG","2","65","2","21"
"Roscosmos","2019-07-20","2022-08-15 16:28:00","Soyuz FG","Soyuz MS-13 (59S)","1","0","2","21"
"ISRO","2019-07-22","2022-08-15 09:13:00","GSLV Mk III","Chandrayaan-2 lunar mission","2","62","2","13"
"i-Space","2019-07-25","2022-08-15 05:00:00","Hyperbola-1","CAS-7B & Others","2","0","2","12"
"SpaceX","2019-07-25","2022-08-15 22:01:00","Falcon 9 Block 5","CRS-18","2","67","2","3"
"CASC","2019-07-26","2022-08-15 03:57:00","Long March 2C","Yaogan-30-05","2","30.799999","2","12"
"VKS RF","2019-07-30","2022-08-15 05:56:00","Soyuz 2.1a/Fregat-M","Meridian-M n†­18L","2","23","2","14"
"Roscosmos","2019-07-31","2022-08-15 12:10:00","Soyuz 2.1a","Progress MS-12","2","17.42","2","21"
"Roscosmos","2019-08-05","2022-08-15 21:56:00","Proton-M/Briz-M","Cosmos 2539","2","65","2","21"
"Arianespace","2019-08-06","2022-08-15 19:30:00","Ariane 5 ECA","EDRS-C/HYLAS 3 & Intelsat 39","2","200","2","17"
"SpaceX","2019-08-06","2022-08-15 23:23:00","Falcon 9 Block 5","AMOS-17","2","67","2","3"
"ULA","2019-08-08","2022-08-15 10:13:00","Atlas V 551","AEHF 5","2","153","2","3"
"CASC","2019-08-17","2022-08-15 04:11:00","Jielong-1","Tianqi-4 & Others","2","7.5","2","12"
"CASC","2019-08-19","2022-08-15 12:03:00","Long March 3B/E","ChinaSat 18","2","29.15","2","12"
"Rocket Lab","2019-08-19","2022-08-15 12:12:00","Electron/Curie","Look Ma, No Hands!","2","7.5","2","4"
"Roscosmos","2019-08-22","2022-08-15 03:38:00","Soyuz 2.1a","Soyuz MS-14 (60S)","2","17.42","2","21"
"ULA","2019-08-22","2022-08-15 13:06:00","Delta IV Medium+ (4,2)","GPS III SV02","1","164","2","3"
"ISA","2019-08-29","2022-08-15 00:00:00","Safir-1B+","Nahid-1","2","0","3","20"
"VKS RF","2019-08-30","2022-08-15 14:00:00","Rokot/Briz KM","Cosmos 2540","1","41.799999","2","14"
"ExPace","2019-08-30","2022-08-15 23:41:00","Kuaizhou 1A","KX-09 & Others","2","5.8000002","2","12"
"CASC","2019-09-12","2022-08-15 03:26:00","Long March 4B","Ziyuan-2D, BNU-1 & Taurus-1","2","64.68","2","12"
"CASC","2019-09-19","2022-08-15 06:42:00","Long March 11","Zhuhai-1 Group 03","2","5.3000002","2","12"
"CASC","2019-09-22","2022-08-15 21:10:00","Long March 3B/YZ-1","BeiDou-3 M23 & M24","2","0","2","12"
"MHI","2019-09-24","2022-08-15 16:05:00","H-IIB","HTV-8","1","112.5","2","18"
"CASC","2019-09-25","2022-08-15 00:54:00","Long March 2D","Yunhai-1-02","2","29.75","2","12"
"Roscosmos","2019-09-25","2022-08-15 13:57:00","Soyuz FG","Soyuz MS-15 (61S)","1","0","2","21"
"VKS RF","2019-09-26","2022-08-15 07:46:00","Soyuz 2.1b/Fregat","Cosmos 2541","2","25","2","14"
"CASC","2019-10-04","2022-08-15 18:51:00","Long March 4C","Gaofen 10 (Replacement)","2","64.68","2","12"
"ILS","2019-10-09","2022-08-15 10:17:00","Proton-M/Briz-M","Eutelsat 5 West B & MEV-1","2","65","2","21"
"Northrop","2019-10-11","2022-08-15 01:59:00","Pegasus XL","ICON","2","40","2","3"
"Rocket Lab","2019-10-17","2022-08-15 01:22:00","Electron/Curie","As The Crow Flies","2","7.5","2","4"
"CASC","2019-10-17","2022-08-15 15:21:00","Long March 3B/E","TJSW-4","2","29.15","2","12"
"Exos","2019-10-26","2022-08-15 17:40:00","SARGE","Launch 4","2","0","4","22"
"Northrop","2019-11-02","2022-08-15 13:59:00","Antares 230+","CRS NG-12","2","85","2","3"
"CASC","2019-11-03","2022-08-15 03:22:00","Long March 4B","Gaofen-7","2","64.68","2","12"
"CASC","2019-11-04","2022-08-15 17:43:00","Long March 3B/E","Beidou-3 IGSO-3","2","29.15","2","12"
"SpaceX","2019-11-11","2022-08-15 14:56:00","Falcon 9 Block 5","Starlink V1 L1","2","67","2","3"
"ExPace","2019-11-13","2022-08-15 03:40:00","Kuaizhou 1A","Jilin 1-02A","2","5.8000002","2","12"
"CASC","2019-11-13","2022-08-15 06:35:00","Long March 6","Ningxia-1 (x5)","2","19","2","12"
"ExPace","2019-11-17","2022-08-15 10:00:00","Kuaizhou 1A","KL-Alpha A, KL-Alpha B","2","5.8000002","2","12"
"CASC","2019-11-23","2022-08-15 00:55:00","Long March 3B/YZ-1","BeiDou-3 M21 & M22","2","0","2","12"
"VKS RF","2019-11-25","2022-08-15 17:52:00","Soyuz 2.1v/Volga","Cosmos 2542 & 2543","2","0","2","14"
"Arianespace","2019-11-26","2022-08-15 21:23:00","Ariane 5 ECA","Inmarsat 5 F5 & TIBA-1","2","200","2","17"
"ISRO","2019-11-27","2022-08-15 03:58:00","PSLV-XL","Cartosat-3 & Rideshares","2","31","2","13"
"CASC","2019-11-27","2022-08-15 23:52:00","Long March 4C","Gaofen-12","2","64.68","2","12"
"SpaceX","2019-12-05","2022-08-15 17:29:00","Falcon 9 Block 5","CRS-19","2","67","2","3"
"Rocket Lab","2019-12-06","2022-08-15 08:18:00","Electron/Curie","Running Out Of Fingers","2","7.5","2","4"
"Roscosmos","2019-12-06","2022-08-15 09:34:00","Soyuz 2.1a","Progress MS-13 (74P)","2","17.42","2","21"
"ExPace","2019-12-07","2022-08-15 02:55:00","Kuaizhou 1A","Jilin-1 Gaofen-02B","2","5.8000002","2","12"
"ExPace","2019-12-07","2022-08-15 08:52:00","Kuaizhou 1A","HEAD-2A/B / SpaceTY 16/17 / Tianqi 4A/B","2","5.8000002","2","12"
"VKS RF","2019-12-11","2022-08-15 08:54:00","Soyuz 2.1b/Fregat","Cosmos 2544","2","25","2","14"
"ISRO","2019-12-11","2022-08-15 09:55:00","PSLV-QL","RISAT 2BR1","2","21","2","13"
"Blue Origin","2019-12-11","2022-08-15 17:55:00","New Shepard","NS-12","2","0","2","3"
"CASC","2019-12-16","2022-08-15 07:22:00","Long March 3B/YZ-1","BeiDou-3 M19 & M20","2","0","2","12"
"SpaceX","2019-12-17","2022-08-15 00:10:00","Falcon 9 Block 5","JCSAT-18 / Kacific-1","2","67","2","3"
"Arianespace","2019-12-18","2022-08-15 08:54:00","Soyuz ST-A/Fregat-M","CSG-1, CHEOPS & Others","2","30","2","17"
"CASC","2019-12-20","2022-08-15 03:22:00","Long March 4B","CBERS-4A, ETRSS-1 & Others","2","64.68","2","12"
"ULA","2019-12-20","2022-08-15 11:36:00","Atlas V N22","Starliner OFT","2","0","2","3"
"Roscosmos","2019-12-24","2022-08-15 12:03:00","Proton-M/DM-3","Elektro-L n†­3","2","65","2","21"
"VKS RF","2019-12-26","2022-08-15 23:11:00","Rokot/Briz KM","Gonets-M ???24, 25, 26 [block-15] & Blits-M1","1","41.799999","2","14"
"CASC","2019-12-27","2022-08-15 12:45:00","Long March 5","Shijian-20","2","0","2","12"
"SpaceX","2020-01-07","2022-08-15 02:19:00","Falcon 9 Block 5","Starlink V1 L2","2","67","2","3"
"CASC","2020-01-07","2022-08-15 15:20:00","Long March 3B/E","TJSW-5","2","29.15","2","12"
"CASC","2020-01-15","2022-08-15 02:53:00","Long March 2D","Jilin-1 Wideband 01 & ??uSat-7/8","2","29.75","2","12"
"ExPace","2020-01-16","2022-08-15 03:02:00","Kuaizhou 1A","Yinhe-1","2","5.8000002","2","12"
"Arianespace","2020-01-16","2022-08-15 21:05:00","Ariane 5 ECA","Eutelsat Konnect BB4A & GSAT-30","2","200","2","17"
"SpaceX","2020-01-19","2022-08-15 15:30:00","Falcon 9 Block 5","Crew Dragon Inflight Abort Test","2","67","2","3"
"SpaceX","2020-01-29","2022-08-15 14:06:00","Falcon 9 Block 5","Starlink V1 L3","2","67","2","3"
"Rocket Lab","2020-01-31","2022-08-15 02:56:00","Electron/Curie","Birds of a Feather / NROL-151","2","7.5","2","4"
"Arianespace","2020-02-06","2022-08-15 21:42:00","Soyuz 2.1b/Fregat","OneWeb #2","2","25","2","21"
"MHI","2020-02-09","2022-08-15 01:34:00","H-IIA 202","IGS-Optical 7","2","90","2","18"
"ISA","2020-02-09","2022-08-15 15:48:00","Simorgh","Zafar 1","2","0","4","20"
"ULA","2020-02-10","2022-08-15 04:03:00","Atlas V 411","Solar Orbiter","1","115","2","3"
"Northrop","2020-02-15","2022-08-15 20:21:00","Antares 230+","CRS NG-13","2","85","2","3"
"SpaceX","2020-02-17","2022-08-15 15:05:00","Falcon 9 Block 5","Starlink V1 L4","2","67","2","3"
"Arianespace","2020-02-18","2022-08-15 22:18:00","Ariane 5 ECA","JCSAT-17 & GEO-KOMPSAT 2B","2","200","2","17"
"CASC","2020-02-19","2022-08-15 21:07:00","Long March 2D","XJS-C to F","2","29.75","2","12"
"VKS RF","2020-02-20","2022-08-15 08:24:00","Soyuz 2.1a/Fregat-M","Meridian-M n†­19L","2","23","2","14"
"SpaceX","2020-03-07","2022-08-15 04:50:00","Falcon 9 Block 5","CRS-20","2","67","2","3"
"CASC","2020-03-09","2022-08-15 11:55:00","Long March 3B/E","Beidou-3 G2","2","29.15","2","12"
"CASC","2020-03-16","2022-08-15 13:34:00","Long March 7A","XJY-6","2","0","4","12"
"VKS RF","2020-03-16","2022-08-15 18:28:00","Soyuz 2.1b/Fregat-M","Cosmos 2545","2","25","2","14"
"SpaceX","2020-03-18","2022-08-15 12:16:00","Falcon 9 Block 5","Starlink V1 L5","2","67","2","3"
"Arianespace","2020-03-21","2022-08-15 17:06:00","Soyuz 2.1b/Fregat","OneWeb #3","2","25","2","21"
"CASC","2020-03-24","2022-08-15 03:43:00","Long March 2C","Yaogan-30-06","2","30.799999","2","12"
"ULA","2020-03-26","2022-08-15 20:18:00","Atlas V 551","AEHF 6","2","153","2","3"
"Roscosmos","2020-04-09","2022-08-15 08:05:00","Soyuz 2.1a","Soyuz MS-16","2","17.42","2","21"
"CASC","2020-04-09","2022-08-15 11:46:00","Long March 3B/E","Nusantara Dua","2","29.15","4","12"
"IRGC","2020-04-22","2022-08-15 03:59:00","Qased","Noor 1","2","0","2","19"
"SpaceX","2020-04-22","2022-08-15 19:30:00","Falcon 9 Block 5","Starlink V1 L6","2","67","2","3"
"Roscosmos","2020-04-25","2022-08-15 01:51:00","Soyuz 2.1a","Progress MS-14","2","17.42","2","21"
"CASC","2020-05-05","2022-08-15 10:00:00","Long March 5B","Test Flight (New Crew Capsule)","2","0","2","12"
"ExPace","2020-05-12","2022-08-15 01:16:00","Kuaizhou 1A","Xingyun-2 01 (Wuhan) & 02","2","5.8000002","2","12"
"ULA","2020-05-17","2022-08-15 13:14:00","Atlas V 501","OTV-6 (USSF-7)","1","120","2","3"
"MHI","2020-05-20","2022-08-15 17:31:00","H-IIB","HTV-9","1","112.5","2","18"
"VKS RF","2020-05-22","2022-08-15 07:31:00","Soyuz 2.1b/Fregat-M","Cosmos 2546","2","25","2","14"
"Virgin Orbit","2020-05-25","2022-08-15 19:50:00","LauncherOne","Demo Flight","2","12","4","3"
"CASC","2020-05-29","2022-08-15 20:13:00","Long March 11","XJS-G and XJS-H","2","5.3000002","2","12"
"SpaceX","2020-05-30","2022-08-15 19:22:00","Falcon 9 Block 5","SpaceX Demo-2","2","67","2","3"
"CASC","2020-05-31","2022-08-15 08:53:00","Long March 2D","Gaofen-9-02 & HEAD-4","2","29.75","2","12"
"SpaceX","2020-06-04","2022-08-15 01:25:00","Falcon 9 Block 5","Starlink V1 L7","2","67","2","3"
"CASC","2020-06-10","2022-08-15 18:31:00","Long March 2C","Haiyang-1D","2","30.799999","2","12"
"Rocket Lab","2020-06-13","2022-08-15 05:12:00","Electron/Curie","Don't stop me now!","2","7.5","2","4"
"SpaceX","2020-06-13","2022-08-15 09:21:00","Falcon 9 Block 5","Starlink V1 L8 & SkySat 16 to 18","2","67","2","3"
"CASC","2020-06-17","2022-08-15 07:19:00","Long March 2D","Gaofen-9 03, Pixing III A & HEAD-5","2","29.75","2","12"
"CASC","2020-06-23","2022-08-15 01:43:00","Long March 3B/E","Beidou-3 G3","2","29.15","2","12"
"SpaceX","2020-06-30","2022-08-15 20:10:00","Falcon 9 Block 5","GPS III SV03","2","67","2","3"
"CASC","2020-07-03","2022-08-15 03:10:00","Long March 4B","Gaofen Duomo & BY-02","2","64.68","2","12"
"Rocket Lab","2020-07-04","2022-08-15 21:19:00","Electron/Curie","Pics Or It Didn't Happen","2","7.5","4","4"
"CASC","2020-07-04","2022-08-15 23:44:00","Long March 2D","Shiyan-6 02","2","29.75","2","12"
"IAI","2020-07-06","2022-08-15 01:00:00","Shavit-2","Ofek-16","2","0","2","15"
"CASC","2020-07-09","2022-08-15 12:11:00","Long March 3B/E","Apstar-6D","2","29.15","2","12"
"ExPace","2020-07-10","2022-08-15 04:17:00","Kuaizhou 11","Jilin-1 02E, CentiSpace-1 S2","2","28.299999","4","12"
"Northrop","2020-07-15","2022-08-15 13:46:00","Minotaur IV","NROL-129","2","46","2","3"
"JAXA","2020-07-19","2022-08-15 21:58:00","H-IIA 202","Hope Mars Mission","2","90","2","18"
"SpaceX","2020-07-20","2022-08-15 21:30:00","Falcon 9 Block 5","ANASIS-II","2","67","2","3"
"CASC","2020-07-23","2022-08-15 04:41:00","Long March 5","Tianwen-1","2","0","2","12"
"Roscosmos","2020-07-23","2022-08-15 14:26:00","Soyuz 2.1a","Progress MS-15","2","17.42","2","21"
"CASC","2020-07-25","2022-08-15 03:13:00","Long March 4B","Ziyuan-3 03, Apocalypse-10 & NJU-HKU 1","2","64.68","2","12"
"ULA","2020-07-30","2022-08-15 11:50:00","Atlas V 541","Perseverance","2","145","2","3"
"Roscosmos","2020-07-30","2022-08-15 21:25:00","Proton-M/Briz-M","Ekspress-80 & Ekspress-103","2","65","2","21"
"SpaceX","2020-08-04","2022-08-15 23:57:00","Starship Prototype","150 Meter Hop","2","0","2","3"
"CASC","2020-08-06","2022-08-15 04:01:00","Long March 2D","Gaofen-9 04 & Q-SAT","2","29.75","2","12"
"SpaceX","2020-08-07","2022-08-15 05:12:00","Falcon 9 Block 5","Starlink V1 L9 & BlackSky","2","67","2","3"
"Arianespace","2020-08-15","2022-08-15 22:04:00","Ariane 5 ECA","BSat 4b & Galaxy 30, MEV-2","2","200","2","17"
